ID,Mass,MassUpper,MassLower,Width,WidthUpper,WidthLower,I,G,P,C,Anti,Charge,Rank,Status,Name,Quarks,Latex
-22124,1720.0,80.0,70.0,200.0,100.0,100.0,1/2,5,1,5,1,-1,3,1,N(1700),UUD,\overline{N}(1700)^{-}
22212,1530.0,15.0,15.0,150.0,25.0,25.0,1/2,5,-1,5,1,1,4,0,N(1535),uud,N(1535)^{+}
-22212,1530.0,15.0,15.0,150.0,25.0,25.0,1/2,5,1,5,1,-1,4,0,N(1535),UUD,\overline{N}(1535)^{-}
22214,1920.0,50.0,50.0,300.0,60.0,60.0,3/2,5,1,5,1,1,3,1,Delta(1920),uud,\Delta(1920)^{+}
-22214,1920.0,50.0,50.0,300.0,60.0,60.0,3/2,5,-1,5,1,-1,3,1,Delta(1920),UUD,\overline{\Delta}(1920)^{-}
22222,1900.0,50.0,50.0,300.0,100.0,100.0,3/2,5,1,5,1,2,4,1,Delta(1910),uuu,\Delta(1910)^{++}
-22222,1900.0,50.0,50.0,300.0,100.0,100.0,3/2,5,-1,5,1,-2,4,1,Delta(1910),UUU,\overline{\Delta}(1910)^{--}
22224,1920.0,50.0,50.0,300.0,60.0,60.0,3/2,5,1,5,1,2,3,1,Delta(1920),uuu,\Delta(1920)^{++}
-22224,1920.0,50.0,50.0,300.0,60.0,60.0,3/2,5,-1,5,1,-2,3,1,Delta(1920),UUU,\overline{\Delta}(1920)^{--}
23112,1750.0,50.0,50.0,150.0,50.0,50.0,1,5,-1,5,1,-1,3,1,Sigma(1750),dds,\Sigma(1750)^{-}
-23112,1750.0,50.0,50.0,150.0,50.0,50.0,1,5,1,5,1,1,3,1,Sigma(1750),DDS,\overline{\Sigma}(1750)^{+}
23114,1910.0,40.0,40.0,220.0,80.0,70.0,1,5,-1,5,1,-1,3,1,Sigma(1910),dds,\Sigma(1940)^{-}
-23114,1910.0,40.0,40.0,220.0,80.0,70.0,1,5,1,5,1,1,3,1,Sigma(1910),DDS,\overline{\Sigma}(1940)^{+}
23122,1600.0,30.0,30.0,200.0,50.0,50.0,0,5,1,5,1,0,3,1,Lambda(1600),uds,\Lambda(1600)
-23122,1600.0,30.0,30.0,200.0,50.0,50.0,0,5,-1,5,1,0,3,1,Lambda(1600),UDS,\overline{\Lambda}(1600)
23124,1890.0,20.0,20.0,120.0,40.0,40.0,0,5,1,5,1,0,4,1,Lambda(1890),uds,\Lambda(1890)
-23124,1890.0,20.0,20.0,120.0,40.0,40.0,0,5,-1,5,1,0,4,1,Lambda(1890),UDS,\overline{\Lambda}(1890)
23126,2090.0,40.0,40.0,250.0,50.0,50.0,0,5,1,5,1,0,3,1,Lambda(2110),uds,\Lambda(2110)
-23126,2090.0,40.0,40.0,250.0,50.0,50.0,0,5,-1,5,1,0,3,1,Lambda(2110),UDS,\overline{\Lambda}(2110)
23212,1750.0,50.0,50.0,150.0,50.0,50.0,1,5,-1,5,1,0,3,1,Sigma(1750),uds,\Sigma(1750)^{0}
-23212,1750.0,50.0,50.0,150.0,50.0,50.0,1,5,1,5,1,0,3,1,Sigma(1750),UDS,\overline{\Sigma}(1750)^{0}
23214,1910.0,40.0,40.0,220.0,80.0,70.0,1,5,-1,5,1,0,3,1,Sigma(1910),uds,\Sigma(1940)^{0}
-23214,1910.0,40.0,40.0,220.0,80.0,70.0,1,5,1,5,1,0,3,1,Sigma(1910),UDS,\overline{\Sigma}(1940)^{0}
23222,1750.0,50.0,50.0,150.0,50.0,50.0,1,5,-1,5,1,1,3,1,Sigma(1750),uus,\Sigma(1750)^{+}
-23222,1750.0,50.0,50.0,150.0,50.0,50.0,1,5,1,5,1,-1,3,1,Sigma(1750),UUS,\overline{\Sigma}(1750)^{-}
23224,1910.0,40.0,40.0,220.0,80.0,70.0,1,5,-1,5,1,1,3,1,Sigma(1910),uus,\Sigma(1940)^{+}
-23224,1910.0,40.0,40.0,220.0,80.0,70.0,1,5,1,5,1,-1,3,1,Sigma(1910),UUS,\overline{\Sigma}(1940)^{-}
30113,1720.0,20.0,20.0,250.0,100.0,100.0,1,1,-1,-1,0,0,0,0,rho(1700),(uU-dD)/sqrt(2),\rho(1700)^{0}
30213,1720.0,20.0,20.0,250.0,100.0,100.0,1,1,-1,5,2,1,0,0,rho(1700),uD,\rho(1700)^{+}
-30213,1720.0,20.0,20.0,250.0,100.0,100.0,1,1,-1,5,2,-1,0,0,rho(1700),Ud,\rho(1700)^{-}
30223,1670.0,30.0,30.0,315.0,35.0,35.0,0,-1,-1,-1,0,0,0,0,omega(1650),x(uU+dD)+y(sS),\omega(1650)
30313,1718.0,18.0,18.0,320.0,110.0,110.0,1/2,5,-1,5,1,0,0,0,K*(1680),dS,K^{*}(1680)^{0}
-30313,1718.0,18.0,18.0,320.0,110.0,110.0,1/2,5,-1,5,1,0,0,0,K*(1680),Ds,\overline{K}^{*}(1680)^{0}
30323,1718.0,18.0,18.0,320.0,110.0,110.0,1/2,5,-1,5,2,1,0,0,K*(1680),uS,K^{*}(1680)^{+}
-30323,1718.0,18.0,18.0,320.0,110.0,110.0,1/2,5,-1,5,2,-1,0,0,K*(1680),Us,K^{*}(1680)^{-}
30443,3773.7,0.4,0.4,27.2,1.0,1.0,0,-1,-1,-1,0,0,0,0,psi(3770),cC,\psi(3770)
31114,1570.0,70.0,70.0,250.0,50.0,50.0,3/2,5,1,5,1,-1,3,0,Delta(1600),ddd,\Delta(1600)^{-}
-31114,1570.0,70.0,70.0,250.0,50.0,50.0,3/2,5,-1,5,1,1,3,0,Delta(1600),DDD,\overline{\Delta}(1600)^{+}
31214,1720.0,30.0,40.0,250.0,150.0,100.0,1/2,5,1,5,1,0,4,1,N(1720),udd,N(1720)^{0}
-31214,1720.0,30.0,40.0,250.0,150.0,100.0,1/2,5,-1,5,1,0,4,1,N(1720),UDD,\overline{N}(1720)^{0}
32112,1650.0,15.0,15.0,125.0,25.0,25.0,1/2,5,-1,5,1,0,4,1,N(1650),udd,N(1650)^{0}
-32112,1650.0,15.0,15.0,125.0,25.0,25.0,1/2,5,1,5,1,0,4,1,N(1650),UDD,\overline{N}(1650)^{0}
32114,1570.0,70.0,70.0,250.0,50.0,50.0,3/2,5,1,5,1,0,3,0,Delta(1600),udd,\Delta(1600)^{0}
-32114,1570.0,70.0,70.0,250.0,50.0,50.0,3/2,5,-1,5,1,0,3,0,Delta(1600),UDD,\overline{\Delta}(1600)^{0}
32124,1720.0,30.0,40.0,250.0,150.0,100.0,1/2,5,1,5,1,1,4,1,N(1720),uud,N(1720)^{+}
-32124,1720.0,30.0,40.0,250.0,150.0,100.0,1/2,5,-1,5,1,-1,4,1,N(1720),UUD,\overline{N}(1720)^{-}
32212,1650.0,15.0,15.0,125.0,25.0,25.0,1/2,5,-1,5,1,1,4,1,N(1650),uud,N(1650)^{+}
-32212,1650.0,15.0,15.0,125.0,25.0,25.0,1/2,5,1,5,1,-1,4,1,N(1650),UUD,\overline{N}(1650)^{-}
32214,1570.0,70.0,70.0,250.0,50.0,50.0,3/2,5,1,5,1,1,3,0,Delta(1600),uud,\Delta(1600)^{+}
-32214,1570.0,70.0,70.0,250.0,50.0,50.0,3/2,5,-1,5,1,-1,3,0,Delta(1600),UUD,\overline{\Delta}(1600)^{-}
32224,1570.0,70.0,70.0,250.0,50.0,50.0,3/2,5,1,5,1,2,3,0,Delta(1600),uuu,\Delta(1600)^{++}
-32224,1570.0,70.0,70.0,250.0,50.0,50.0,3/2,5,-1,5,1,-2,3,0,Delta(1600),UUU,\overline{\Delta}(1600)^{--}
